keyword,frequency,cluster,intent,page_type,url,existing,action,priority,city
гранд лайн забор техас,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн кедр,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
сайдинг гранд лайн купить москва,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
как нанести штукатурку на фасад дома,27,Фасад дома — общий хаб (intent неопределён),informational,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
водостоки 7024 grand line,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
мягкая обшивка для фасада дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
воронка водосточная гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
краска для фасадов домов в москве,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
уголок на фасад дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
софит цвет гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн или деке что лучше,27,Grand Line / Гранд Лайн — бренд-хаб,informational,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
отделка фасада частного дома короедом,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
гранд лайн эко,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн фальц инструкция,27,Grand Line / Гранд Лайн — бренд-хаб,informational,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
система водостока гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
кровля кликфальц гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
сайдинг пвх гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
уличное освещение на фасаде дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
современные отделочные материалы фасада дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фасадные панели гранд лайн я фасад,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
решения фасадов многоквартирных домов,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
сайдинг блок хаус grand line tundra,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
террасная доска grand line 3d винтаж,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
материалы для облицовки фасада дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
панель крымский сланец гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
соединитель желоба гранд лайн 125,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
покрытия металлочерепицы металлочерепица гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
планка конька полукруглого grand line,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
подсистема grand line,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
скоба гранд лайн,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
цвета отделки фасада дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
капитальный ремонт фасада дома входит,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
дом панель фасад штукатурка,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
гранд лайн молочный,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
как покрасить фасад дома своими руками,27,Фасад дома — общий хаб (intent неопределён),informational,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
плесень на фасаде дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
держатель желоба grand line,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
отделка фасада дачного дома,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фасад дома в лесу,27,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
купить термопанели для фасада дома в москве,27,Фасадные термопанели,commercial,category,/catalog/termopaneli-fasadnye,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
панели гранд лайн фото,27,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
монтаж фасада гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
металлочерепица гранд лайн графит,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
можно ли утеплять фасад дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
светильники на фасаде дома фото,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
3d забор гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
хомут трубы гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
декоративный камень для фасада дома наружной,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
дикий камень гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
фасад дома какая сторона,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фасад дома из кирпича фото,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фасад дома альта профиль,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
лучший материал для фасада дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
капитальный ремонт фасада дома в москве,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
клик фальц гранд лайн инструкция,26,Grand Line / Гранд Лайн — бренд-хаб,informational,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
сказочный фасад дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
grand line professional,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
кликфальц гранд лайн инструкция,26,Grand Line / Гранд Лайн — бренд-хаб,informational,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
кликфальц гранд лайн инструкция по монтажу,26,Grand Line / Гранд Лайн — бренд-хаб,informational,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гидроизоляция фасада дома,26,Гидроизоляция / пароизоляция / мембраны,commercial,category,/catalog/gidroizolyatsiya,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
клик фальц гранд лайн 7024,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
фасады для дома из сип панелей,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фисташковый фасад дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
желтый цвет фасад дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
grand line домодедово,26,Grand Line / Гранд Лайн — бренд-хаб,geo+commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,да
гранд лайн прайс,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
профнастил с10a grand line,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
бюджетная отделка фасада дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
недорогой фасад дома купить,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
ооо по металлист гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
grand line tundra клен,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
балтийский кирпич гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
j профиль 18мм grand line,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
сайдинг рейка гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
ливневка гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
навесы на фасад дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фасад дома с графитовой крышей,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
утепление фасада дома термопанелями,26,Фасадные термопанели,commercial,category,/catalog/termopaneli-fasadnye,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
grand line забор техас,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
металлочерепица grand line 0.5 мм цена,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн официальный сайт каталог цены,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
изменение фасада многоквартирного дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
английский фасад дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
недорогие материалы для фасада дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
использование фасада дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фасад деревянного дома сайдингом,26,Сайдинг — общее,commercial,hub-gap,/fasad/sajding,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
металлочерепица grand line kredo,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
стоимость grand line,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
отделка фасада дома планкеном,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фото фасада дома в современном стиле,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
grand line водосточная труба пвх,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
grand line вентиляция,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн сатин матовый,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
забор милан гранд лайн,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
визуализация фасада дома онлайн,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
гранд лайн спб,26,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
монтаж кликфальца гранд лайн инструкция по монтажу,26,Grand Line / Гранд Лайн — бренд-хаб,informational,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
серый фасад деревянного дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
светильник на фасад дома купить,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
декоративные углы на фасад дома,26,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
джей фаска гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
штакетник п образный гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
панели для наружного фасада дома пластиковые,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
размещение кондиционера на фасаде многоквартирного дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
хомут для водосточной трубы grand line,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
декоративный фасад дома своими руками,25,Фасад дома — общий хаб (intent неопределён),informational,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фундамента гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
джи фаска гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
утеплить фасад дома видео,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
мембрана grand line 170,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
сделать фасад частного дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
кликфальц grand line монтаж,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн подсистема,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
задний фасад дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
финские фасады домов,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
что значит фасад дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
гранд лайн тула,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
сайт dekes,25,Не кластеризовано,commercial,unclustered,,unknown,Требует ручной кластеризации (низкочастотный хвост / нецелевой запрос),P3,
подбор цвета фасада и кровли дома онлайн,25,Кровля — общий хаб (сравнение/сервис),commercial,category,/catalog/group/krovlya,partial,"Страница есть, но покрытие неполное — расширить ассортимент/контент",P3,
конструктор фасада дома онлайн,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
композитная черепица гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
подбор цвета кровли и фасада дома,25,Кровля — общий хаб (сравнение/сервис),commercial,category,/catalog/group/krovlya,partial,"Страница есть, но покрытие неполное — расширить ассортимент/контент",P3,
гранд лайн стоимость кабеля при подключении,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
капремонт домов ремонт фасада,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
профнастил для фасада дома,25,Профнастил (кровля),commercial,category,/catalog/profnastil,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
цифры на фасаде дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
подсветка для фасада дома уличная,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
монтаж металлических софитов гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
утепление дома мокрый фасад,25,Мокрый фасад / штукатурный фасад,commercial,category-gap,,none,Создать категорию в каталоге (нет ни одного товара под кластер),P3,
короед штукатурка фото фасадов домов,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
grand line 18,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
водосток grand line 125,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
отделка фасада дома рейкой,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
цветной фасад дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
пластиковые панели для наружной отделки фасада дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
пластиковые фасады для наружной отделки дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
сайдинг натуральный брус гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
отделка фасадов домов современными материалами,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
отделка фасадов домов варианты панелями,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
согласование фасада многоквартирного дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
гранд лайн ограждения кровли,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн забор инструкция,25,Grand Line / Гранд Лайн — бренд-хаб,informational,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
ремонт сайдинга на фасаде дома,25,Сайдинг — общее,commercial,hub-gap,/fasad/sajding,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
гранд лайн панели деки,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн панели 3d,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
размер листа гранд лайн,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
фасадные панели гранд лайн состаренный кирпич,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
снегозадержатель для мягкой кровли grand line,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
скульптуры на фасад дома,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
гранд лайн парапетная,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
гранд лайн панели для цоколя,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
фасад дома с зеленой крышей,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
лента односторонняя универсальная высокопрочная grand line,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
лестница grand line,25,Grand Line / Гранд Лайн — бренд-хаб,commercial,brand,/catalog/brand/grand-line,full,Страница существует — усилить метатеги/контент под этот запрос,P3,
знаки на фасадах домов,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
какой краской покрасить деревянный фасад дома,25,Фасад дома — общий хаб (intent неопределён),informational,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
какой краской лучше красить фасад дома,25,Фасад дома — общий хаб (intent неопределён),informational,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
фасад дома на земле,25,Фасад дома — общий хаб (intent неопределён),commercial,hub-gap,/fasad/fasad-doma,none,"Создать SEO-хаб (страница выбора, не товарный листинг)",P3,
